CV1	CV2	free energy (kJ/mol)
3.0	0.614	inf
-3.0	0.6305	39.862044021664765
-2.94	0.6305	30.275923108913208
-2.88	0.6305	24.19462132446656
-2.82	0.6305	21.264463543515415
-2.76	0.6305	19.246456095701998
-2.7	0.6305	15.364887479727606
-2.64	0.6305	11.823460471123353
-2.58	0.6305	7.097470009957311
-2.52	0.6305	2.446723568570613
-2.46	0.6305	-1.309150701180143
-2.4	0.6305	-4.18614642224557
-2.34	0.6305	-6.12528766200202
-2.28	0.6305	-7.241380668746653
-2.22	0.6305	-7.582138917188269
-2.16	0.6305	-7.2553044171261885
-2.1	0.6305	-6.504895407156557
-2.04	0.6305	-5.394492025173877
-1.98	0.6305	-3.9484021412629566
-1.92	0.6305	-2.372965559991
-1.86	0.6305	-0.8708412994162196
-1.8	0.6305	0.6752128434545673
-1.74	0.6305	2.731068237233747
-1.6800000000000002	0.6305	5.088043445168383
-1.62	0.6305	7.234024730099395
-1.56	0.6305	9.045651831286335
-1.5	0.6305	10.863709174711316
-1.44	0.6305	12.766047516929138
-1.38	0.6305	13.904040623389497
-1.32	0.6305	16.47385949443903
-1.26	0.6305	20.697791900328717
-1.2000000000000002	0.6305	20.35125237089827
-1.14	0.6305	20.467044513981183
-1.08	0.6305	23.686251830994756
-1.02	0.6305	28.52781145251157
-0.96	0.6305	29.428858815595763
-0.9000000000000001	0.6305	31.061540625635978
-0.84	0.6305	35.60673910530724
-0.78	0.6305	40.8372955371779
-0.7200000000000001	0.6305	44.02265486609546
-0.6600000000000001	0.6305	47.13454782468781
-0.6000000000000001	0.6305	48.91593701216593
-0.54	0.6305	46.06584473115778
-0.4800000000000001	0.6305	43.08361261034017
-0.4200000000000001	0.6305	42.60416227858988
-0.3600000000000001	0.6305	45.44344603525255
-0.3000000000000001	0.6305	51.308798741191886
-0.24000000000000007	0.6305	54.10262759834576
-0.1800000000000001	0.6305	53.67764973589863
-0.12000000000000012	0.6305	54.48140508283651
-0.0600000000000001	0.6305	57.7284584443726
-1.1102230246251563e-16	0.6305	62.545084455667634
0.05999999999999989	0.6305	63.8621674580276
0.11999999999999988	0.6305	64.89823586358092
0.17999999999999988	0.6305	67.81488097908212
0.23999999999999988	0.6305	72.38169587752864
0.2999999999999999	0.6305	79.5393643858398
0.3599999999999999	0.6305	93.42624686929504
0.41999999999999993	0.6305	93.48542742624227
0.4799999999999999	0.6305	96.06750111979808
0.5399999999999998	0.6305	101.80170462187628
0.5999999999999999	0.6305	111.37634034557848
0.6599999999999999	0.6305	inf
0.72	0.6305	inf
0.7799999999999998	0.6305	inf
0.8399999999999999	0.6305	inf
0.8999999999999998	0.6305	inf
0.9599999999999999	0.6305	inf
1.0199999999999998	0.6305	inf
1.0799999999999998	0.6305	inf
1.14	0.6305	inf
1.1999999999999995	0.6305	inf
1.2599999999999998	0.6305	inf
1.3199999999999998	0.6305	inf
1.38	0.6305	inf
1.44	0.6305	inf
1.4999999999999998	0.6305	inf
1.5599999999999998	0.6305	inf
1.62	0.6305	inf
1.6799999999999995	0.6305	inf
1.7399999999999998	0.6305	inf
1.7999999999999998	0.6305	inf
1.86	0.6305	inf
1.92	0.6305	inf
1.98	0.6305	inf
2.04	0.6305	inf
2.1	0.6305	inf
2.16	0.6305	inf
2.22	0.6305	inf
2.28	0.6305	inf
2.34	0.6305	inf
2.4	0.6305	inf
2.46	0.6305	inf
2.52	0.6305	inf
2.58	0.6305	inf
2.64	0.6305	inf
2.7	0.6305	inf
2.76	0.6305	inf
2.82	0.6305	inf
2.88	0.6305	inf
2.94	0.6305	inf
3.0	0.6305	inf
-3.0	0.647	40.80836896637038
-2.94	0.647	31.225962191739107
-2.88	0.647	25.151198090212716
-2.82	0.647	22.18812983926217
-2.76	0.647	19.874295221266657
-2.7	0.647	15.791691293518298
-2.64	0.647	12.167428636101446
-2.58	0.647	7.382296970980029
-2.52	0.647	2.7670816359623647
-2.46	0.647	-0.9729213676865897
-2.4	0.647	-3.8792596427399313
-2.34	0.647	-5.842606500667539
-2.28	0.647	-6.977916283185825
-2.22	0.647	-7.3422895245322914
-2.16	0.647	-7.0450372775897545
-2.1	0.647	-6.346258655035856
-2.04	0.647	-5.296429565190076
-1.98	0.647	-3.892487473118305
-1.92	0.647	-2.3365498525370567
-1.86	0.647	-0.8568114555162256
-1.8	0.647	0.662698710991169
-1.74	0.647	2.671277804953488
-1.6800000000000002	0.647	4.955714310452251
-1.62	0.647	7.0659137455787935
-1.56	0.647	8.924663770657272
-1.5	0.647	10.797015277772717
-1.44	0.647	12.691769572985123
-1.38	0.647	14.010836431716523
-1.32	0.647	16.48505748067253
-1.26	0.647	19.89716543365357
-1.2000000000000002	0.647	19.215920097175488
-1.14	0.647	19.428335361367484
-1.08	0.647	22.577393541831768
-1.02	0.647	26.93092105487894
-0.96	0.647	27.742820028960725
-0.9000000000000001	0.647	29.481379193421365
-0.84	0.647	33.857561992399674
-0.78	0.647	38.643921273053216
-0.7200000000000001	0.647	41.95580361637155
-0.6600000000000001	0.647	45.086198387174925
-0.6000000000000001	0.647	46.69041427433175
-0.54	0.647	43.86467213094273
-0.4800000000000001	0.647	40.93740600404487
-0.4200000000000001	0.647	40.46862312195461
-0.3600000000000001	0.647	43.29878244226416
-0.3000000000000001	0.647	49.05093904454219
-0.24000000000000007	0.647	51.368907248182495
-0.1800000000000001	0.647	50.9341353642028
-0.12000000000000012	0.647	51.66771984879984
-0.0600000000000001	0.647	54.63901672564057
-1.1102230246251563e-16	0.647	58.9837201965896
0.05999999999999989	0.647	60.574994852005695
0.11999999999999988	0.647	61.22985648189692
0.17999999999999988	0.647	62.84101150541832
0.23999999999999988	0.647	66.18914593201151
0.2999999999999999	0.647	72.52500859310555
0.3599999999999999	0.647	84.61503238248109
0.41999999999999993	0.647	88.58566259719714
0.4799999999999999	0.647	92.35312585179057
0.5399999999999998	0.647	89.99846024851567
0.5999999999999999	0.647	83.62354880675043
0.6599999999999999	0.647	80.58624387313117
0.72	0.647	81.13422952496826
0.7799999999999998	0.647	85.27383042685695
0.8399999999999999	0.647	93.00527889187187
0.8999999999999998	0.647	inf
0.9599999999999999	0.647	inf
1.0199999999999998	0.647	inf
1.0799999999999998	0.647	inf
1.14	0.647	inf
1.1999999999999995	0.647	inf
1.2599999999999998	0.647	inf
1.3199999999999998	0.647	inf
1.38	0.647	inf
1.44	0.647	inf
1.4999999999999998	0.647	inf
1.5599999999999998	0.647	inf
1.62	0.647	inf
1.6799999999999995	0.647	inf
1.7399999999999998	0.647	inf
1.7999999999999998	0.647	inf
1.86	0.647	inf
1.92	0.647	inf
1.98	0.647	inf
2.04	0.647	inf
2.1	0.647	inf
2.16	0.647	inf
2.22	0.647	inf
2.28	0.647	inf
2.34	0.647	inf
2.4	0.647	inf
2.46	0.647	inf
2.52	0.647	inf
2.58	0.647	inf
2.64	0.647	inf
2.7	0.647	inf
2.76	0.647	inf
2.82	0.647	inf
2.88	0.647	inf
2.94	0.647	inf
3.0	0.647	inf
-3.0	0.6635	42.02606162421699
-2.94	0.6635	32.44677039677418
-2.88	0.6635	26.376123414125317
-2.82	0.6635	23.36383368744332
-2.76	0.6635	20.7046189616936
-2.7	0.6635	16.373650855965398
-2.64	0.6635	12.647088158597043
-2.58	0.6635	7.854781768206046
-2.52	0.6635	3.2899670722756778
-2.46	0.6635	-0.4326233195820184
-2.4	0.6635	-3.371923413377222
-2.34	0.6635	-5.363364473594763
-2.28	0.6635	-6.5219932162152014
-2.22	0.6635	-6.915130502844259
-2.16	0.6635	-6.6526261974742935
-2.1	0.6635	-6.00870799168598
-2.04	0.6635	-5.022416019603808
-1.98	0.6635	-3.664055189380616
-1.92	0.6635	-2.1282174441758674
-1.86	0.6635	-0.6652253275734932
-1.8	0.6635	0.8326411783942739
-1.74	0.6635	2.7834982582082497
-1.6800000000000002	0.6635	4.976078915321868
-1.62	0.6635	7.032696378158933
-1.56	0.6635	8.927679308897185
-1.5	0.6635	10.848790575821075
-1.44	0.6635	12.686405174869794
-1.38	0.6635	14.121763867813884
-1.32	0.6635	16.387845967991254
-1.26	0.6635	18.921141603140946
-1.2000000000000002	0.6635	18.15758630628711
-1.14	0.6635	18.480727510580067
-1.08	0.6635	21.543905911451724
-1.02	0.6635	25.402771274116542
-0.96	0.6635	26.172279410353276
-0.9000000000000001	0.6635	28.006819745997685
-0.84	0.6635	32.16291449798958
-0.78	0.6635	36.597515866409495
-0.7200000000000001	0.6635	40.13041755862714
-0.6600000000000001	0.6635	43.30581121933757
-0.6000000000000001	0.6635	44.72804059415238
-0.54	0.6635	41.929779657979
-0.4800000000000001	0.6635	39.060113948115095
-0.4200000000000001	0.6635	38.60292990675402
-0.3600000000000001	0.6635	41.423834789141445
-0.3000000000000001	0.6635	47.055927938976936
-0.24000000000000007	0.6635	48.956662350610095
-0.1800000000000001	0.6635	48.50493497587796
-0.12000000000000012	0.6635	49.20610519836246
-0.0600000000000001	0.6635	52.09225631070284
-1.1102230246251563e-16	0.6635	56.20419707748519
0.05999999999999989	0.6635	57.60470039989341
0.11999999999999988	0.6635	57.851194357058766
0.17999999999999988	0.6635	58.72866673819234
0.23999999999999988	0.6635	61.15381642892491
0.2999999999999999	0.6635	65.07440431394397
0.3599999999999999	0.6635	66.3153185572453
0.41999999999999993	0.6635	66.79110656514158
0.4799999999999999	0.6635	69.65943143519465
0.5399999999999998	0.6635	74.64238966648028
0.5999999999999999	0.6635	79.4809407066247
0.6599999999999999	0.6635	77.48190375415331
0.72	0.6635	78.03612614330633
0.7799999999999998	0.6635	82.17507718095126
0.8399999999999999	0.6635	89.79859351281395
0.8999999999999998	0.6635	97.88833033909084
0.9599999999999999	0.6635	101.71263887510148
1.0199999999999998	0.6635	109.12879503831216
1.0799999999999998	0.6635	inf
1.14	0.6635	inf
1.1999999999999995	0.6635	inf
1.2599999999999998	0.6635	inf
1.3199999999999998	0.6635	inf
1.38	0.6635	inf
1.44	0.6635	inf
1.4999999999999998	0.6635	inf
1.5599999999999998	0.6635	inf
1.62	0.6635	inf
1.6799999999999995	0.6635	inf
1.7399999999999998	0.6635	inf
1.7999999999999998	0.6635	inf
1.86	0.6635	inf
1.92	0.6635	inf
1.98	0.6635	inf
2.04	0.6635	inf
2.1	0.6635	inf
2.16	0.6635	inf
2.22	0.6635	inf
2.28	0.6635	inf
2.34	0.6635	inf
2.4	0.6635	inf
2.46	0.6635	inf
2.52	0.6635	inf
2.58	0.6635	inf
2.64	0.6635	inf
2.7	0.6635	inf
2.76	0.6635	inf
2.82	0.6635	inf
2.88	0.6635	inf
2.94	0.6635	inf
3.0	0.6635	inf
-3.0	0.68	43.51515403531872
-2.94	0.68	33.938417171875024
-2.88	0.68	27.8693899563489
-2.82	0.68	24.789158386409586
-2.76	0.68	21.73209736305505
-2.7	0.68	17.104589630120746
-2.64	0.68	13.263857772790873
-2.58	0.68	8.51994606081183
-2.52	0.68	4.017069864804282
-2.46	0.68	0.31097833618907794
-2.4	0.68	-2.665111191153079
-2.34	0.68	-4.688882930188862
-2.28	0.68	-5.8753849626384955
-2.22	0.68	-6.302209394689131
-2.16	0.68	-6.079387780582458
-2.1	0.68	-5.493204242059576
-2.04	0.68	-4.573164875531483
-1.98	0.68	-3.2641668455121366
-1.92	0.68	-1.7498698925681373
-1.86	0.68	-0.29807240919839284
-1.8	0.68	1.1833528670174298
-1.74	0.68	3.0654486344414167
-1.6800000000000002	0.68	5.145548891669187
-1.62	0.68	7.1312523451258425
-1.56	0.68	9.044079601577906
-1.5	0.68	10.990366131623675
-1.44	0.68	12.703034386092448
-1.38	0.68	14.126125635018166
-1.32	0.68	16.05328621604342
-1.26	0.68	17.8460825377254
-1.2000000000000002	0.68	17.177151863883257
-1.14	0.68	17.61253015441396
-1.08	0.68	20.581866220645455
-1.02	0.68	23.975525689091807
-0.96	0.68	24.709946480237488
-0.9000000000000001	0.68	26.60409903300661
-0.84	0.68	30.511474003905576
-0.78	0.68	34.71384534790788
-0.7200000000000001	0.68	38.529879762898176
-0.6600000000000001	0.68	41.77305629939912
-0.6000000000000001	0.68	43.014326672993846
-0.54	0.68	40.258408931050106
-0.4800000000000001	0.68	37.45118924899899
-0.4200000000000001	0.68	37.00627471305294
-0.3600000000000001	0.68	39.815243172935126
-0.3000000000000001	0.68	45.30272019739978
-0.24000000000000007	0.68	46.79588998530178
-0.1800000000000001	0.68	46.309206152371914
-0.12000000000000012	0.68	46.957669636672655
-0.0600000000000001	0.68	49.74136660905622
-1.1102230246251563e-16	0.68	53.57574563618402
0.05999999999999989	0.68	54.80191081213503
0.11999999999999988	0.68	54.980459505006046
0.17999999999999988	0.68	55.72170035644333
0.23999999999999988	0.68	57.821908287550336
0.2999999999999999	0.68	60.68619112060167
0.3599999999999999	0.68	62.31972012595477
0.41999999999999993	0.68	63.29802163747769
0.4799999999999999	0.68	65.5470589069298
0.5399999999999998	0.68	64.51495632585285
0.5999999999999999	0.68	62.09148998926884
0.6599999999999999	0.68	62.99767978440376
0.72	0.68	67.41845705798941
0.7799999999999998	0.68	75.12425065992464
0.8399999999999999	0.68	86.9160345832145
0.8999999999999998	0.68	93.09232780633448
0.9599999999999999	0.68	95.32530600915936
1.0199999999999998	0.68	100.7098919741588
1.0799999999999998	0.68	109.55790123326216
1.14	0.68	inf
1.1999999999999995	0.68	inf
1.2599999999999998	0.68	inf
1.3199999999999998	0.68	inf
1.38	0.68	inf
1.44	0.68	inf
1.4999999999999998	0.68	inf
1.5599999999999998	0.68	inf
1.62	0.68	inf
1.6799999999999995	0.68	inf
1.7399999999999998	0.68	inf
1.7999999999999998	0.68	inf
1.86	0.68	inf
1.92	0.68	inf
1.98	0.68	inf
2.04	0.68	inf
2.1	0.68	inf
2.16	0.68	inf
2.22	0.68	inf
2.28	0.68	inf
2.34	0.68	inf
2.4	0.68	inf
2.46	0.68	inf
2.52	0.68	inf
2.58	0.68	inf
2.64	0.68	inf
2.7	0.68	inf
2.76	0.68	inf
2.82	0.68	inf
2.88	0.68	inf
2.94	0.68	inf
3.0	0.68	inf
-3.0	0.6965	45.27567441575003
-2.94	0.6965	35.70095734786547
-2.88	0.6965	29.630920808737446
-2.82	0.6965	26.46082561382209
-2.76	0.6965	22.94723093410672
-2.7	0.6965	17.97726057144728
-2.64	0.6965	14.022535549373943
-2.58	0.6965	9.383443478028461
-2.52	0.6965	4.950714134291832
-2.46	0.6965	1.2569859040404885
-2.4	0.6965	-1.760210645117017
-2.34	0.6965	-3.8204963825791727
-2.28	0.6965	-5.039394519692739
-2.22	0.6965	-5.504231035961713
-2.16	0.6965	-5.325534694602975
-2.1	0.6965	-4.799532230858704
-2.04	0.6965	-3.9479888598042465
-1.98	0.6965	-2.692314931403767
-1.92	0.6965	-1.2024032919568073
-1.86	0.6965	0.24254697074824563
-1.8	0.6965	1.7126176567993665
-1.74	0.6965	3.514771675405713
-1.6800000000000002	0.6965	5.462441131969547
-1.62	0.6965	7.363431936715551
-1.56	0.6965	9.26831805209747
-1.5	0.6965	11.18748313211346
-1.44	0.6965	12.702330212649166
-1.38	0.6965	13.967357913276526
-1.32	0.6965	15.484258187840448
-1.26	0.6965	16.777608732701704
-1.2000000000000002	0.6965	16.29124454844711
-1.14	0.6965	16.83416209374019
-1.08	0.6965	19.712467838547266
-1.02	0.6965	22.687993888789592
-0.96	0.6965	23.36532650722483
-0.9000000000000001	0.6965	25.263041247778865
-0.84	0.6965	28.927456481255415
-0.78	0.6965	33.011389201179696
-0.7200000000000001	0.6965	37.14434704700325
-0.6600000000000001	0.6965	40.47773942387324
-0.6000000000000001	0.6965	41.540826396149335
-0.54	0.6965	38.84765058147655
-0.4800000000000001	0.6965	36.10956578257759
-0.4200000000000001	0.6965	35.6774379887644
-0.3600000000000001	0.6965	38.47041278535926
-0.3000000000000001	0.6965	43.786058763484775
-0.24000000000000007	0.6965	44.89746679943804
-0.1800000000000001	0.6965	44.38206902083007
-0.12000000000000012	0.6965	44.98343998941673
-0.0600000000000001	0.6965	47.65878490378955
-1.1102230246251563e-16	0.6965	51.27939549971868
0.05999999999999989	0.6965	52.4411926803393
0.11999999999999988	0.6965	52.51522819325763
0.17999999999999988	0.6965	53.124828419432205
0.23999999999999988	0.6965	55.082464707605126
0.2999999999999999	0.6965	57.718533396943215
0.3599999999999999	0.6965	59.34903350536513
0.41999999999999993	0.6965	60.134171758864255
0.4799999999999999	0.6965	60.935207355162476
0.5399999999999998	0.6965	60.15022752196799
0.5999999999999999	0.6965	58.775144904728094
0.6599999999999999	0.6965	59.84311826017232
0.72	0.6965	64.24380200360265
0.7799999999999998	0.6965	71.77786635469064
0.8399999999999999	0.6965	82.82303538386547
0.8999999999999998	0.6965	90.22024791777072
0.9599999999999999	0.6965	92.44888444579684
1.0199999999999998	0.6965	97.4558449522798
1.0799999999999998	0.6965	97.57272344821622
1.14	0.6965	96.48904037211241
1.1999999999999995	0.6965	98.89108355393343
1.2599999999999998	0.6965	103.79984364084592
1.3199999999999998	0.6965	104.59104810780708
1.38	0.6965	104.49139910968914
1.44	0.6965	106.82507165109374
1.4999999999999998	0.6965	112.3180608945661
1.5599999999999998	0.6965	122.00066854842578
1.62	0.6965	120.38205152879658
1.6799999999999995	0.6965	120.29340051002568
1.7399999999999998	0.6965	112.30664937662776
1.7999999999999998	0.6965	103.09659349134368
1.86	0.6965	97.45299005167011
1.92	0.6965	95.40119583352842
1.98	0.6965	96.9412492425867
2.04	0.6965	102.07315027884502
2.1	0.6965	110.79689894230326
2.16	0.6965	inf
2.22	0.6965	inf
2.28	0.6965	inf
2.34	0.6965	inf
2.4	0.6965	inf
2.46	0.6965	inf
2.52	0.6965	inf
2.58	0.6965	inf
2.64	0.6965	inf
2.7	0.6965	inf
2.76	0.6965	inf
2.82	0.6965	inf
2.88	0.6965	inf
2.94	0.6965	inf
3.0	0.6965	inf
-3.0	0.713	47.307647605119165
-2.94	0.713	37.73443135927526
-2.88	0.713	31.66056314287964
-2.82	0.713	28.37413060807977
-2.76	0.713	24.33504550397414
-2.7	0.713	18.98566226015932
-2.64	0.713	14.930770948344026
-2.58	0.713	10.450646142644166
-2.52	0.713	6.09329111480436
-2.46	0.713	2.403428385307578
-2.4	0.713	-0.6604645057401535
-2.34	0.713	-2.760365405745912
-2.28	0.713	-4.014966167417652
-2.22	0.713	-4.521077995410289
-2.16	0.713	-4.390234489720255
-2.1	0.713	-3.926391817837152
-2.04	0.713	-3.1449308251839416
-1.98	0.713	-1.9465731714905767
-1.92	0.713	-0.48577115333666326
-1.86	0.713	0.9543246645282674
-1.8	0.713	2.417509840501616
-1.74	0.713	4.129175367787809
-1.6800000000000002	0.713	5.92707798151936
-1.62	0.713	7.734713890975347
-1.56	0.713	9.598753509870855
-1.5	0.713	11.404979987605264
-1.44	0.713	12.6699280455162
-1.38	0.713	13.685999976322629
-1.32	0.713	14.806463545274028
-1.26	0.713	15.800686996766071
-1.2000000000000002	0.713	15.52661476735196
-1.14	0.713	16.172406439453866
-1.08	0.713	18.97070954595127
-1.02	0.713	21.57454879767501
-0.96	0.713	22.159226045026934
-0.9000000000000001	0.713	24.000022292422003
-0.84	0.713	27.455610582547084
-0.78	0.713	31.508271013263958
-0.7200000000000001	0.713	35.9613723878136
-0.6600000000000001	0.713	39.400195581068246
-0.6000000000000001	0.713	40.29941187319771
-0.54	0.713	37.69525227917444
-0.4800000000000001	0.713	35.034271962780586
-0.4200000000000001	0.713	34.61517029667788
-0.3600000000000001	0.713	37.38626742126655
-0.3000000000000001	0.713	42.49553775249854
-0.24000000000000007	0.713	43.248108533837296
-0.1800000000000001	0.713	42.70267921267264
-0.12000000000000012	0.713	43.245543426762055
-0.0600000000000001	0.713	45.76083457750581
-1.1102230246251563e-16	0.713	49.06399989382338
0.05999999999999989	0.713	50.207485045452046
0.11999999999999988	0.713	50.19928473504499
0.17999999999999988	0.713	50.70314763851909
0.23999999999999988	0.713	52.53732279460964
0.2999999999999999	0.713	54.914517785491256
0.3599999999999999	0.713	56.51307696971272
0.41999999999999993	0.713	57.30061788205105
0.4799999999999999	0.713	58.025851280563685
0.5399999999999998	0.713	57.274431907653565
0.5999999999999999	0.713	55.970153304067935
0.6599999999999999	0.713	57.00331875787343
0.72	0.713	60.61703348480164
0.7799999999999998	0.713	63.824598047714815
0.8399999999999999	0.713	67.15628868466776
0.8999999999999998	0.713	72.16661467837065
0.9599999999999999	0.713	77.41697902737997
1.0199999999999998	0.713	72.28070881743574
1.0799999999999998	0.713	68.66478020159404
1.14	0.713	68.20221923440086
1.1999999999999995	0.713	70.38615081007082
1.2599999999999998	0.713	72.60920966938588
1.3199999999999998	0.713	75.90991151490496
1.38	0.713	77.73564798549015
1.44	0.713	72.31488592763927
1.4999999999999998	0.713	68.93571886264742
1.5599999999999998	0.713	69.08537280752563
1.62	0.713	72.8197977025975
1.6799999999999995	0.713	80.1427393049145
1.7399999999999998	0.713	93.30390246857779
1.7999999999999998	0.713	89.07105012692007
1.86	0.713	88.24358635668355
1.92	0.713	90.13978364719816
1.98	0.713	93.51807861379136
2.04	0.713	99.11399109013962
2.1	0.713	107.83726903380276
2.16	0.713	124.7171888069646
2.22	0.713	123.80202965914415
2.28	0.713	126.47871813852376
2.34	0.713	132.7472542451033
2.4	0.713	inf
2.46	0.713	inf
2.52	0.713	inf
2.58	0.713	inf
2.64	0.713	inf
2.7	0.713	inf
2.76	0.713	inf
2.82	0.713	inf
2.88	0.713	inf
2.94	0.713	inf
3.0	0.713	inf
-3.0	0.7295	49.61109546378245
-2.94	0.7295	40.0388651841272
-2.88	0.7295	33.9580808366505
-2.82	0.7295	30.52188434013668
-2.76	0.7295	25.875224433892573
-2.7	0.7295	20.128238764104683
-2.64	0.7295	15.998520406238264
-2.58	0.7295	11.725957571174686
-2.52	0.7295	7.446389297325893
-2.46	0.7295	3.7446154521060415
-2.4	0.7295	0.6247971104564631
-2.34	0.7295	-1.5139275538322428
-2.28	0.7295	-2.803143650687204
-2.22	0.7295	-3.3519113930154467
-2.16	0.7295	-3.2717551138581538
-2.1	0.7295	-2.8715965785501028
-2.04	0.7295	-2.161061308453164
-1.98	0.7295	-1.023964510408256
-1.92	0.7295	0.40082509043748293
-1.86	0.7295	1.8347206906991247
-1.8	0.7295	3.2943276222755413
-1.74	0.7295	4.906530130423952
-1.6800000000000002	0.7295	6.540894995552401
-1.62	0.7295	8.2509166206669
-1.56	0.7295	10.033381249640552
-1.5	0.7295	11.616049113214377
-1.44	0.7295	12.625314484629946
-1.38	0.7295	13.38212771163125
-1.32	0.7295	14.156569976871545
-1.26	0.7295	14.965650271475312
-1.2000000000000002	0.7295	14.907234622352329
-1.14	0.7295	15.65691542640103
-1.08	0.7295	18.391141750437026
-1.02	0.7295	20.66073801487933
-0.96	0.7295	21.115767767718918
-0.9000000000000001	0.7295	22.848789312392896
-0.84	0.7295	26.142042122314567
-0.78	0.7295	30.220625437229597
-0.7200000000000001	0.7295	34.9753558020702
-0.6600000000000001	0.7295	38.52676477817055
-0.6000000000000001	0.7295	39.2808213403818
-0.54	0.7295	36.797340955134366
-0.4800000000000001	0.7295	34.22380933472486
-0.4200000000000001	0.7295	33.81759747180739
-0.3600000000000001	0.7295	36.55863100797763
-0.3000000000000001	0.7295	41.42466061165583
-0.24000000000000007	0.7295	41.84327865916603
-0.1800000000000001	0.7295	41.25731061932172
-0.12000000000000012	0.7295	41.73388146334388
-0.0600000000000001	0.7295	44.0851431585866
-1.1102230246251563e-16	0.7295	47.06501944960928
0.05999999999999989	0.7295	48.12257345701153
0.11999999999999988	0.7295	48.06113514557812
0.17999999999999988	0.7295	48.53408110373197
0.23999999999999988	0.7295	50.20210704822313
0.2999999999999999	0.7295	51.75204341779146
0.3599999999999999	0.7295	52.66085073712741
0.41999999999999993	0.7295	54.04986898869533
0.4799999999999999	0.7295	54.9683972040813
0.5399999999999998	0.7295	54.29652843793368
0.5999999999999999	0.7295	53.32031496528861
0.6599999999999999	0.7295	54.29013066596332
0.72	0.7295	57.20355660459659
0.7799999999999998	0.7295	59.15441998669317
0.8399999999999999	0.7295	61.04561000498416
0.8999999999999998	0.7295	64.60544985363754
0.9599999999999999	0.7295	65.60729628345706
1.0199999999999998	0.7295	63.36533242657417
1.0799999999999998	0.7295	61.894707194388715
1.14	0.7295	62.47767202484992
1.1999999999999995	0.7295	64.30566161648585
1.2599999999999998	0.7295	66.8782794897359
1.3199999999999998	0.7295	66.0305997702367
1.38	0.7295	61.262449421705846
1.44	0.7295	59.71574575898869
1.4999999999999998	0.7295	61.32049890540427
1.5599999999999998	0.7295	64.7951508548606
1.62	0.7295	69.64879521420639
1.6799999999999995	0.7295	76.94170076875808
1.7399999999999998	0.7295	79.07069298246468
1.7999999999999998	0.7295	72.47424255395747
1.86	0.7295	68.65134186894622
1.92	0.7295	66.66641291849974
1.98	0.7295	65.93252936332385
2.04	0.7295	68.00638537027173
2.1	0.7295	73.54942468462289
2.16	0.7295	91.29773849162311
2.22	0.7295	110.16267653267502
2.28	0.7295	113.77106227394746
2.34	0.7295	118.0260509206218
2.4	0.7295	125.86695209254188
2.46	0.7295	inf
2.52	0.7295	inf
2.58	0.7295	inf
2.64	0.7295	inf
2.7	0.7295	inf
2.76	0.7295	inf
2.82	0.7295	inf
2.88	0.7295	inf
2.94	0.7295	inf
3.0	0.7295	inf
-3.0	0.746	52.19331452845714
-2.94	0.746	42.635598311576224
-2.88	0.746	36.58322524627605
-2.82	0.746	33.00336863135079
-2.76	0.746	27.58638597297257
-2.7	0.746	21.43146313567197
-2.64	0.746	17.24901529464715
-2.58	0.746	13.21430167237868
-2.52	0.746	9.00937300660504
-2.46	0.746	5.264241954592024
-2.4	0.746	2.0690528447141183
-2.34	0.746	-0.09630342670786328
-2.28	0.746	-1.4061363356220828
-2.22	0.746	-1.995151489396212
-2.16	0.746	-1.9674488405395556
-2.1	0.746	-1.6321265743122304
-2.04	0.746	-0.9927258958128954
-1.98	0.746	0.07910517880683082
-1.92	0.746	1.458664107086409
-1.86	0.746	2.8809393128194216
-1.8	0.746	4.338589745008792
-1.74	0.746	5.844734814565013
-1.6800000000000002	0.746	7.304434335452
-1.62	0.746	8.913755336179007
-1.56	0.746	10.564889098214984
-1.5	0.746	11.8142379779973
-1.44	0.746	12.613369745949688
-1.38	0.746	13.150690315233748
-1.32	0.746	13.621941657467092
-1.26	0.746	14.29756785031535
-1.2000000000000002	0.746	14.447783748830748
-1.14	0.746	15.310107967858409
-1.08	0.746	17.999618075294627
-1.02	0.746	19.963534741959656
-0.96	0.746	20.256269012069737
-0.9000000000000001	0.746	21.846668277840305
-0.84	0.746	25.02312614154737
-0.78	0.746	29.16058580159335
-0.7200000000000001	0.746	34.17426484199674
-0.6600000000000001	0.746	37.824542729291196
-0.6000000000000001	0.746	38.47066754697175
-0.54	0.746	36.148517267226495
-0.4800000000000001	0.746	33.6760958077404
-0.4200000000000001	0.746	33.281975273307346
-0.3600000000000001	0.746	35.98114636972101
-0.3000000000000001	0.746	40.56131922320895
-0.24000000000000007	0.746	40.6721287091795
-0.1800000000000001	0.746	40.03462287007815
-0.12000000000000012	0.746	40.43469169351624
-0.0600000000000001	0.746	42.60292346153726
-1.1102230246251563e-16	0.746	45.25768087763723
0.05999999999999989	0.746	46.23612396533578
0.11999999999999988	0.746	46.123743131515376
0.17999999999999988	0.746	46.54219179058279
0.23999999999999988	0.746	48.05410143980471
0.2999999999999999	0.746	49.2004256490963
0.3599999999999999	0.746	49.940915173743946
0.41999999999999993	0.746	51.415139530829805
0.4799999999999999	0.746	52.38902873242609
0.5399999999999998	0.746	51.8083614355856
0.5999999999999999	0.746	50.972833693161455
0.6599999999999999	0.746	51.91375710018457
0.72	0.746	54.396701353550725
0.7799999999999998	0.746	55.92250416107317
